age,job,marital,education,default,balance,housing,loan,y
50,1,2,2,0,231,1,0,0
40,2,2,1,0,1136,1,0,0
42,3,2,3,0,233,0,0,0
59,1,2,2,0,817,0,0,0
27,2,1,1,0,1128,1,0,0
32,5,1,3,0,1831,1,0,0
35,10,1,2,0,450,1,0,0
28,8,2,2,0,0,1,0,0
37,5,3,2,0,414,0,0,0
57,5,2,1,0,1052,1,0,0
42,1,1,2,0,1022,1,0,0
55,1,2,1,0,343,1,0,0
52,5,2,3,0,1944,1,0,0
26,2,1,2,0,-32,1,1,0
52,10,2,2,0,1781,1,0,0
26,5,1,3,0,350,0,0,0
33,11,2,2,0,2,1,0,0
24,2,1,1,0,111,1,1,0
37,5,3,3,0,168,1,0,0
28,10,1,2,0,3,0,0,0
30,10,1,2,0,102,1,0,0
33,2,2,1,0,0,1,0,0
55,0,2,1,0,159,0,0,0
33,2,2,2,0,1134,1,0,0
42,2,2,2,0,352,1,0,0
37,5,2,3,0,865,1,0,0
59,2,2,1,0,179,1,0,0
27,2,1,2,0,5,1,0,0
23,9,2,3,1,-230,1,0,0
51,5,3,3,0,0,0,0,0
50,2,2,1,0,3924,1,0,0
43,10,2,2,0,764,1,0,0
37,2,3,1,0,511,1,0,0
34,5,1,3,0,4348,1,0,0
41,5,2,3,0,3016,1,0,0
26,9,1,2,0,279,0,0,0
49,5,3,3,0,1405,0,0,0
29,2,1,2,0,908,1,0,1
30,5,1,3,0,162,1,0,0
38,8,3,2,0,792,0,0,0
58,5,2,2,0,111,0,0,0
34,9,1,0,0,1281,0,0,0
53,8,3,0,0,1012,1,0,0
50,5,2,3,0,2881,0,0,0
30,2,1,2,0,445,1,0,0
40,5,2,2,0,643,1,0,0
57,4,1,2,0,254,0,0,0
40,5,2,3,0,-1212,1,0,0
41,10,2,2,0,2125,1,1,0
53,10,3,0,0,629,1,0,0
48,2,2,2,0,-202,1,1,0
32,10,1,2,0,271,1,0,0
34,5,2,3,0,703,1,0,1
46,2,2,2,0,-216,1,0,0
45,8,3,2,0,88,0,1,0
51,1,1,3,0,16,1,0,0
31,5,2,2,0,466,1,0,0
47,10,2,2,0,-75,1,0,0
32,2,2,2,0,456,0,0,0
41,10,2,2,0,77,1,0,0
37,8,1,2,0,-244,0,0,0
27,2,1,1,0,1209,0,0,0
27,8,2,2,0,58,1,0,0
50,5,2,2,1,421,0,0,0
31,5,1,3,0,112,1,0,0
40,7,2,3,0,13669,0,0,0
43,5,2,3,0,1429,1,0,1
39,10,2,3,0,794,0,0,0
31,3,1,3,0,1957,0,0,0
48,10,2,2,0,454,1,0,0
32,2,1,1,0,882,0,1,0
47,11,2,1,0,168,1,0,0
35,5,1,3,0,714,1,0,0
42,5,1,3,0,0,0,0,0
47,2,2,2,0,1996,0,0,1
59,6,2,2,0,163,0,0,0
38,1,2,2,0,3190,1,0,0
50,11,2,2,0,1772,0,0,0
27,8,1,2,0,-151,0,0,0
55,4,2,1,0,16,0,0,0
39,8,1,2,0,7066,1,0,1
31,10,1,3,0,454,0,0,0
37,3,2,3,0,4798,1,0,0
28,10,1,2,1,-298,1,0,0
42,10,2,2,0,439,0,0,0
40,8,3,2,0,1927,1,0,0
59,5,1,2,0,671,1,1,0
40,8,1,2,0,65,1,0,0
43,10,2,2,0,-932,1,0,0
38,10,1,2,0,4366,1,0,0
54,6,2,1,0,0,1,0,0
41,2,2,2,0,4900,1,0,0
55,4,3,1,0,976,0,0,1
33,5,2,3,0,148,0,0,0
46,2,2,2,0,5,0,0,0
36,5,2,2,0,-148,0,0,0
48,10,3,3,0,113,0,1,0
42,5,2,2,0,-105,1,0,0
46,5,3,3,0,624,0,0,1
49,10,2,2,1,-1680,1,1,0
36,2,2,2,0,-461,0,0,0
34,10,1,3,0,144,1,1,0
51,3,3,3,0,4,1,1,0
58,2,2,1,0,309,0,0,0
48,5,2,3,0,866,0,0,0
41,1,1,2,0,1020,1,0,1
49,7,2,1,0,489,1,0,0
43,5,2,1,0,8167,1,0,0
32,2,1,2,0,-255,0,1,0
54,6,2,2,0,3671,0,0,0
33,2,3,1,0,636,1,0,0
35,10,2,2,0,141,1,0,0
56,10,2,2,0,150,1,1,0
57,10,2,2,0,839,0,1,0
31,4,1,1,0,26965,0,0,1
33,10,1,2,0,716,1,0,0
29,10,1,3,0,2485,0,0,0
38,5,1,3,0,15030,1,0,0
37,1,2,2,0,11303,0,0,0
33,3,2,3,0,595,0,0,0
30,5,1,3,0,19358,0,0,0
31,7,1,2,0,203,0,1,0
28,10,1,3,0,183,1,1,0
26,1,1,2,0,255,0,0,1
31,10,1,2,0,102,1,0,0
50,4,3,1,0,94,1,0,0
45,3,2,1,0,58,1,0,0
48,5,2,1,0,606,0,0,0
41,10,2,2,0,0,0,1,0
60,10,2,1,0,65,1,0,1
41,2,2,2,0,338,1,0,0
43,2,2,1,0,757,1,0,0
36,5,2,3,0,9269,1,1,0
40,2,2,1,0,1206,0,1,0
28,5,1,3,0,882,0,1,0
27,9,1,3,0,5291,0,0,1
49,5,1,2,0,61,1,0,0
37,10,2,3,0,0,1,0,0
31,2,2,2,0,1407,1,0,0
31,10,1,2,1,25,0,0,0
31,2,2,2,0,1354,1,1,0
35,2,2,1,0,793,1,0,0
51,2,3,0,0,10287,1,0,0
33,10,1,2,0,5235,0,0,0
30,10,1,3,0,3,1,0,0
58,10,1,2,0,409,0,1,0
34,1,2,3,0,35,1,0,0
45,5,2,3,0,-459,0,0,0
28,8,1,2,0,198,0,0,1
31,2,2,1,0,99,1,0,0
40,5,2,3,0,60,0,0,0
30,8,1,2,0,3485,0,0,0
34,3,2,2,0,-139,1,1,0
40,2,2,2,0,952,0,1,0
59,6,2,1,0,1427,0,0,0
43,10,1,3,0,1017,1,0,0
41,5,2,3,0,-29,0,0,0
33,10,3,2,0,9,0,0,0
33,5,2,2,0,4040,1,0,0
36,2,2,2,0,13,0,0,0
32,7,1,2,0,1259,0,0,0
25,1,2,2,0,18,1,0,0
25,2,2,2,0,-76,1,0,0
38,10,1,3,0,221,0,0,0
34,5,2,3,0,136,1,0,0
67,2,2,2,0,16353,0,0,0
32,2,2,2,0,-63,1,0,0
45,4,2,1,0,7353,0,0,0
33,2,2,1,0,511,1,0,0
38,1,2,1,0,3913,1,0,0
32,10,3,2,0,1097,1,0,0
54,6,3,3,0,6102,1,1,0
51,1,3,2,0,340,1,0,0
42,2,2,1,0,-119,1,0,0
41,1,2,2,0,2993,1,0,0
39,5,3,3,0,3575,0,1,0
38,2,2,2,0,361,1,0,0
39,5,2,2,0,1072,1,0,0
46,2,2,1,0,2904,0,0,0
50,3,3,3,0,1790,0,1,0
33,2,2,2,0,86,1,0,0
37,10,2,2,0,1633,1,0,0
31,5,2,3,0,8312,0,0,0
34,2,3,0,0,172,0,0,1
34,5,2,3,0,0,1,0,1
36,5,2,3,0,222,1,0,0
40,10,2,2,0,109,0,0,0
40,2,2,2,0,1451,0,0,1
41,10,2,2,0,1066,0,0,1
52,5,2,3,0,3163,0,0,0
40,8,1,2,0,888,1,0,0
48,2,1,0,0,428,1,0,0
33,5,3,2,0,106,0,0,0
44,10,3,2,0,0,0,0,0
55,5,2,3,0,979,0,1,0
51,1,2,2,0,2662,0,0,0
34,5,1,3,0,84,0,0,0
58,6,3,0,0,5920,1,0,0
39,5,1,3,0,816,1,0,0
27,11,1,2,0,3276,0,0,0
55,5,3,0,0,2,1,0,0
35,10,1,2,0,-51,0,0,0
37,10,1,3,0,3315,1,0,0
52,10,2,2,0,196,1,1,0
41,2,2,2,0,552,1,0,0
52,1,2,2,0,2347,0,1,0
34,2,1,2,0,3723,1,0,0
53,5,3,1,0,255,0,0,0
33,5,1,3,0,3143,0,0,1
47,7,2,2,0,0,0,0,0
35,2,2,2,0,6411,1,1,0
33,5,1,3,0,1909,0,0,0
55,2,2,1,0,3873,0,0,0
58,7,2,1,0,1013,1,0,1
44,1,2,2,0,262,1,0,0
25,8,1,2,0,3217,1,0,0
37,10,1,2,0,5436,1,0,0
41,2,2,1,0,2067,1,0,0
34,2,1,2,0,215,0,0,1
36,8,3,2,0,1594,0,0,0
44,7,2,3,0,134,0,0,0
34,3,3,3,0,262,0,0,0
56,2,3,1,0,3021,0,0,0
43,5,3,3,0,388,1,0,1
28,2,1,2,0,3412,1,0,0
54,2,2,2,0,1291,1,0,0
37,10,3,2,0,79,0,0,0
59,7,2,3,0,2013,0,0,1
58,2,3,2,0,543,0,1,0
56,5,3,3,0,1016,1,0,0
32,2,1,2,0,604,0,1,0
42,5,1,3,0,525,0,0,0
52,6,3,1,0,353,0,0,0
46,5,2,3,0,964,1,0,0
37,1,2,3,0,3913,1,0,1
39,2,2,1,0,879,1,0,0
31,1,2,2,0,314,1,0,0
59,4,2,1,0,0,0,0,0
38,2,2,2,0,1370,1,0,0
58,5,2,2,0,37,0,0,0
34,5,1,3,0,673,1,1,0
40,8,2,2,0,-342,1,0,0
20,9,1,2,0,291,0,0,0
34,10,2,2,0,209,1,1,0
31,10,1,3,0,438,1,0,0
39,1,1,2,0,1242,1,0,0
34,3,2,3,0,355,1,0,0
24,2,2,2,0,204,1,1,0
41,5,2,3,0,10758,1,0,0
40,5,2,3,0,5,1,0,0
45,10,1,2,0,410,1,0,1
36,5,2,3,0,605,1,0,0
53,5,2,3,0,4,0,0,0
23,9,1,2,0,8494,0,0,0
42,3,2,1,0,198,1,0,0
48,2,2,2,0,841,1,0,0
34,5,2,3,0,8,0,0,0
36,1,2,2,0,470,1,0,0
43,6,2,2,0,520,1,0,0
36,2,2,2,0,439,1,0,0
49,2,2,2,0,-454,1,0,1
55,6,2,2,0,466,0,0,0
53,6,2,2,0,665,1,0,1
42,10,2,2,0,994,1,0,1
45,1,2,2,0,5346,1,1,1
31,2,2,2,0,1243,1,0,0
32,1,2,3,0,0,1,0,0
36,2,2,2,0,2357,1,0,0
56,6,2,2,0,1044,0,0,1
46,1,2,2,0,1069,1,0,0
41,4,1,2,0,231,0,0,0
31,1,2,2,0,0,1,1,0
32,10,2,2,0,266,1,0,0
38,5,2,3,0,-70,1,0,0
49,6,1,1,0,25824,0,0,0
46,5,1,1,0,538,0,0,0
29,10,1,2,0,534,1,0,0
36,1,2,0,0,2323,0,0,0
38,1,2,2,0,1852,1,0,0
53,10,2,2,0,2647,1,0,0
43,5,2,3,0,2767,1,0,0
41,5,2,3,0,176,1,1,0
42,5,1,2,0,9720,0,0,0
55,2,3,2,0,1613,1,0,1
39,1,3,2,0,2903,1,1,0
30,1,1,2,0,81,1,0,0
41,2,2,2,0,780,1,0,0
44,11,2,3,0,178,0,0,0
58,5,2,3,0,299,0,0,0
35,6,2,1,0,285,1,0,0
27,2,2,2,0,872,1,0,0
34,8,2,2,0,1337,0,0,1
25,8,2,2,0,72,1,0,0
36,2,2,2,0,0,0,0,0
38,2,2,2,0,-388,1,0,0
30,1,2,2,0,11,1,0,0
47,2,3,2,1,-535,1,0,0
41,8,3,2,0,787,1,0,0
36,5,1,3,0,3343,0,0,0
63,3,2,2,0,3904,0,0,1
23,5,1,3,0,736,1,0,0
32,5,2,3,0,1390,0,0,0
57,6,2,1,0,808,0,0,0
48,5,2,3,0,1147,0,0,1
49,8,2,2,0,1122,0,0,0
50,10,2,2,0,-568,1,1,0
33,2,2,1,0,1165,1,0,0
53,8,3,2,0,-905,1,0,0
30,11,2,3,0,0,1,0,0
38,10,2,2,0,740,0,0,0
44,5,2,2,0,8262,1,0,0
39,1,1,2,0,14,1,1,0
45,10,1,0,0,7108,1,1,0
36,2,2,2,0,1049,1,0,1
38,2,2,2,0,0,1,0,0
36,4,2,2,0,419,1,0,0
30,5,1,3,0,726,1,0,0
28,10,3,3,0,594,1,1,0
26,11,2,3,0,454,1,1,0
54,0,2,2,0,2206,0,0,1
38,1,2,3,0,1988,0,0,1
32,10,1,3,0,0,0,0,0
50,1,3,2,0,202,0,1,0
43,2,2,2,0,667,1,0,0
48,1,2,2,0,112,0,0,0
57,4,2,1,0,50,0,0,0
64,4,2,1,0,768,0,0,0
26,8,3,2,0,74,1,0,0
33,2,2,2,0,661,1,0,1
50,7,2,2,0,3025,0,1,0
47,7,2,3,0,751,0,0,0
39,5,1,3,0,416,0,0,0
52,8,2,1,0,14,0,1,0
31,2,1,1,0,-502,1,0,0
50,2,2,1,0,0,0,0,0
47,10,2,2,0,599,1,0,0
30,5,1,3,0,-218,1,0,0
32,10,1,3,0,1012,0,0,0
36,10,2,2,0,300,0,0,0
46,10,2,3,0,217,1,0,0
45,5,3,3,0,2096,0,0,0
37,10,1,2,0,0,0,0,0
58,4,2,1,0,5278,1,0,0
59,5,2,3,0,1831,0,0,0
28,5,2,3,0,1480,1,0,0
48,5,2,3,0,7289,1,0,0
55,2,2,0,0,1665,0,0,0
37,2,1,1,0,851,1,0,0
41,5,2,3,0,2885,0,0,0
35,2,2,2,0,137,0,1,0
34,2,1,2,0,1239,1,0,0
43,5,1,3,0,146,0,0,0
59,10,2,2,0,1,0,0,1
50,2,3,1,0,-10,0,1,0
37,10,2,2,0,480,0,0,1
35,10,2,2,0,2789,1,0,0
50,10,1,2,0,3897,0,0,0
36,10,3,2,0,487,0,1,0
41,1,2,2,0,5110,1,0,0
28,5,2,3,0,318,1,0,0
42,10,1,3,0,-411,1,0,0
60,6,2,2,0,4820,0,0,0
28,5,1,3,0,4937,1,0,0
48,3,2,2,0,725,0,1,0
51,3,2,3,0,5403,0,0,0
32,10,2,3,0,4089,0,0,0
35,10,2,3,0,188,0,0,0
37,10,2,0,0,189,0,0,1
38,2,3,2,0,2998,1,0,0
77,6,2,2,0,610,0,0,0
32,5,1,0,0,787,0,0,0
43,10,3,2,0,167,0,0,0
36,5,1,3,0,243,1,0,0
29,5,2,3,0,877,0,0,0
32,1,1,2,0,2817,1,0,0
41,5,3,3,0,4567,1,1,0
26,8,1,2,0,127,1,1,0
34,2,2,1,0,176,0,0,0
57,6,2,3,0,0,1,1,1
36,8,1,2,0,1482,1,0,0
42,2,2,2,0,3052,1,0,0
35,10,3,2,0,56,0,0,0
52,3,3,1,0,278,1,0,0
36,5,1,3,0,3875,1,0,0
46,10,2,2,0,-337,1,0,0
60,5,3,3,0,366,0,0,1
57,4,2,1,0,501,1,1,0
48,5,2,3,0,998,1,0,0
59,7,2,1,0,0,1,0,0
39,5,2,3,0,246,0,0,0
44,2,2,2,0,-182,1,1,0
27,5,1,3,0,446,0,0,0
59,6,2,2,0,1173,0,0,0
36,10,3,2,0,5957,1,0,0
44,1,2,2,0,205,0,0,1
50,1,2,2,0,0,0,0,0
41,5,3,3,0,369,1,0,0
47,1,2,2,0,1934,0,1,0
32,10,1,3,0,259,0,0,0
38,2,2,2,0,284,1,1,0
55,2,2,0,0,23,0,0,0
38,5,1,3,0,1373,0,0,0
31,5,1,3,0,62,1,0,0
38,2,3,2,0,157,0,0,0
29,11,1,3,0,991,0,0,0
55,8,2,2,0,186,1,1,0
35,11,2,2,0,977,1,0,0
40,7,1,3,0,2893,0,0,0
34,2,2,2,0,1897,1,1,0
32,10,1,3,0,5514,0,0,1
33,2,2,2,0,889,1,0,0
33,5,2,3,0,273,1,0,1
37,1,2,2,0,1193,0,0,0
58,5,2,3,0,2729,0,0,0
36,1,1,2,0,0,0,0,0
42,2,2,2,0,230,1,0,0
34,10,1,2,0,2729,1,0,0
35,5,2,3,0,317,1,0,0
60,4,2,1,0,517,0,0,0
50,5,2,3,0,-470,1,0,0
28,7,1,3,0,4579,0,0,1
27,2,3,2,0,1,1,0,0
37,5,2,3,0,5106,0,0,1
31,10,2,3,0,636,1,0,1
34,8,2,2,0,1076,0,0,1
38,5,2,3,0,126,1,0,0
32,7,2,2,0,-33,1,0,0
37,10,2,2,0,430,0,0,0
33,1,2,2,0,-6,1,0,0
71,10,2,3,0,383,0,0,0
27,10,2,2,0,130,1,0,0
38,2,2,1,0,2569,0,0,0
34,10,1,2,0,201,0,0,0
54,6,3,3,0,0,0,0,1
30,2,2,2,0,6,1,0,0
35,3,1,2,0,475,0,1,0
33,2,1,2,0,706,1,0,0
36,5,2,2,0,1825,1,0,0
59,7,2,3,0,185,0,0,0
72,2,2,1,0,4415,0,0,0
64,5,2,3,0,679,0,0,0
53,10,3,2,0,320,0,0,0
35,5,1,3,0,2988,1,0,0
58,7,2,2,0,1407,1,0,0
40,10,2,2,0,1270,0,0,0
41,8,3,2,0,654,1,0,0
48,6,2,1,0,5173,1,0,0
44,3,2,3,0,3463,1,1,0
39,2,2,0,0,0,0,0,0
61,5,2,3,0,6016,0,0,1
36,3,2,1,0,177,1,0,0
28,5,2,3,0,3694,0,1,0
58,6,1,2,0,1640,0,1,0
60,1,3,2,0,174,1,0,0
66,1,1,2,0,10177,0,0,0
36,5,1,3,0,490,0,0,1
49,7,2,2,0,2576,1,0,0
40,8,2,2,0,0,0,0,0
23,10,1,2,0,598,0,0,0
29,5,1,3,0,15459,0,0,0
44,2,2,1,0,271,1,1,0
54,0,2,0,0,2508,0,0,0
47,2,2,1,0,320,0,0,0
33,1,2,3,0,640,0,0,0
30,7,2,2,0,1772,1,0,0
27,1,1,2,0,15,0,1,0
49,5,3,3,0,2370,1,1,0
27,8,1,2,0,201,1,0,0
51,2,2,2,0,160,1,0,0
32,1,3,2,1,5,1,1,0
30,2,1,2,0,75,1,0,0
33,1,2,2,0,4902,1,0,0
27,2,1,1,0,-79,1,0,0
75,6,3,2,0,1341,0,0,1
37,8,3,2,0,490,1,0,0
36,10,1,2,0,1521,1,0,0
37,2,2,2,0,131,1,0,0
35,5,2,3,0,8,1,0,0
32,8,2,2,0,-632,1,1,0
32,1,1,2,0,116,0,1,0
35,1,2,1,0,189,1,0,0
31,2,2,1,0,2,1,1,0
28,2,1,2,0,4229,1,1,0
27,8,2,2,0,54,1,0,0
22,9,1,0,0,549,0,0,0
35,2,2,1,0,298,1,0,0
69,6,2,1,0,579,0,0,0
37,3,1,3,0,1467,1,1,0
45,1,1,2,0,0,1,0,0
47,5,2,3,0,109,1,0,0
52,5,2,3,0,-11,1,0,0
33,8,2,2,0,90,1,0,0
60,2,2,1,0,493,0,0,1
33,5,3,2,0,1897,1,1,0
44,1,2,2,0,2403,1,0,0
38,3,2,2,0,868,0,0,0
54,3,2,2,0,653,1,0,0
32,11,3,1,0,0,0,0,0
33,10,2,2,0,0,1,1,0
55,8,3,2,0,218,1,0,0
51,2,2,1,0,5050,0,1,0
48,2,2,2,0,741,1,0,0
37,8,1,2,0,1050,1,0,0
33,8,1,2,0,-56,0,1,0
30,2,2,1,0,1,1,1,0
43,2,2,1,0,-98,1,1,0
49,10,2,2,0,4667,1,0,0
54,11,2,1,0,541,1,0,0
31,11,2,3,0,7744,0,0,0
54,0,2,0,0,895,0,0,1
36,11,2,2,0,-129,1,0,0
30,1,2,2,0,0,0,0,0
27,10,1,2,0,158,0,0,1
30,1,2,2,0,122,1,0,0
30,2,2,2,0,673,1,0,0
35,10,3,2,0,0,0,0,0
33,8,3,2,0,411,1,0,0
43,2,3,1,0,-97,1,1,0
41,2,2,2,0,-217,1,0,0
41,5,3,3,0,5037,0,0,1
46,1,3,2,0,2232,0,0,1
54,2,2,2,0,-932,1,0,0
32,5,2,3,0,913,1,0,0
30,10,1,3,0,236,1,0,0
40,3,2,1,0,0,1,0,0
30,2,2,1,0,2581,0,0,0
27,1,2,2,0,639,0,1,0
41,2,2,1,0,849,1,0,0
54,8,2,2,0,386,1,0,0
32,5,1,3,0,1218,1,0,0
31,5,2,3,0,2603,1,0,1
42,2,2,2,0,-921,1,0,0
48,1,2,1,0,607,0,0,0
34,2,2,1,0,79,1,0,0
55,10,3,2,0,61,1,1,0
49,10,2,2,0,1091,0,0,0
46,5,3,3,0,743,0,0,0
47,3,2,0,0,209,1,0,0
24,5,1,3,0,172,0,0,0
58,3,2,2,0,2,0,0,0
32,5,1,3,0,41,0,0,1
25,9,1,2,0,1116,1,0,0
49,2,2,2,0,-55,0,0,0
59,6,3,2,0,5845,0,0,1
30,5,1,3,0,329,1,0,0
46,2,2,2,0,494,1,0,0
42,5,2,0,0,1519,0,0,1
37,3,2,3,0,2685,0,0,0
44,2,2,1,0,-14,1,1,0
49,8,2,2,0,5673,0,1,0
41,2,2,2,0,1459,0,0,0
48,10,2,3,0,0,0,0,0
31,5,2,2,0,625,1,0,0
37,9,2,0,0,0,0,0,0
51,8,2,2,0,867,1,0,0
80,6,2,2,0,8304,0,0,1
32,5,1,3,0,151,1,0,0
48,8,2,1,1,-583,1,0,0
49,2,2,3,0,1784,0,0,0
30,5,2,3,0,3134,1,0,0
27,7,1,2,0,49,1,0,0
34,10,2,2,0,-346,0,0,0
49,5,2,2,0,1623,1,0,1
48,5,2,3,0,60,0,0,0
40,8,2,2,0,17,0,0,0
38,2,2,2,0,2008,1,0,0
46,2,2,1,0,91,1,0,0
41,3,2,3,0,171,1,0,0
28,5,1,3,0,1027,1,0,0
51,8,2,0,0,5801,1,0,0
33,2,3,1,0,142,1,0,0
26,5,1,3,0,205,0,0,0
34,1,1,2,0,852,0,0,0
27,2,2,2,1,-584,1,0,0
42,7,2,2,0,97,0,0,0
45,1,2,2,0,204,1,0,1
31,10,1,2,0,628,1,0,0
32,5,1,3,0,311,0,0,1
39,2,2,1,0,1564,0,0,0
26,2,1,2,0,856,1,1,0
40,5,1,3,0,1509,0,0,0
52,8,2,2,0,-888,0,0,0
40,10,1,3,0,226,0,0,0
48,10,2,2,0,127,0,1,0
31,8,2,2,0,413,1,0,0
27,1,2,2,0,710,1,1,1
47,10,2,2,0,1233,1,0,1
28,5,1,2,0,171,0,0,1
40,5,3,3,0,69,1,0,0
34,1,2,2,0,1499,1,0,0
29,7,2,3,0,751,1,0,0
36,5,2,3,0,61,0,1,0
83,6,2,1,0,425,0,0,1
55,8,3,1,0,2923,1,0,0
43,5,3,3,0,99,0,0,0
23,9,1,2,0,1021,0,0,0
44,10,2,3,0,1146,0,0,0
58,2,2,1,0,781,1,0,0
29,1,1,2,0,1448,0,0,0
30,5,1,3,0,604,0,1,0
29,1,1,2,0,-194,1,0,0
41,10,2,2,0,0,0,0,0
35,4,2,1,0,0,1,0,0
31,10,1,2,0,1014,1,0,0
27,1,1,3,0,73,0,0,0
47,8,2,2,0,2597,1,0,0
53,7,2,3,0,2627,1,1,0
34,5,2,3,0,1906,1,0,0
34,2,2,1,0,-319,1,1,0
36,5,2,3,0,-296,1,0,0
40,10,2,2,0,169,1,0,0
37,7,1,3,0,556,0,0,0
65,6,3,0,0,300,0,0,0
53,10,3,2,0,751,1,0,0
28,10,1,2,0,126,0,0,0
33,10,3,3,0,-386,1,0,0
56,2,2,1,0,379,0,0,0
45,7,2,2,0,706,0,0,0
39,10,2,2,0,9121,0,0,0
28,5,1,3,0,1466,1,0,0
36,2,2,1,0,0,1,0,0
41,2,2,1,0,951,1,0,0
46,1,2,2,0,368,0,0,1
41,2,2,2,0,121,1,0,0
59,8,2,2,0,204,0,0,0
24,1,2,2,0,299,1,0,0
34,5,2,3,0,4170,1,0,0
40,2,2,1,0,-335,1,0,0
42,1,2,2,0,3165,1,0,0
50,8,2,2,0,254,1,0,0
25,5,1,3,0,553,1,0,0
51,8,3,2,0,518,1,0,0
50,5,2,3,0,85,0,1,0
37,2,2,0,0,603,1,0,0
21,8,1,2,0,361,0,0,0
52,2,2,2,0,-98,1,0,0
55,6,2,1,0,4424,0,0,0
26,10,1,2,0,2610,1,1,0
38,10,2,3,0,3234,0,0,1
32,2,2,2,0,687,1,0,0
31,2,2,2,0,631,1,0,0
34,10,1,2,0,341,0,1,0
33,10,1,3,0,316,0,0,0
35,10,2,2,0,2,0,0,0
44,5,2,0,0,415,1,0,0
48,5,3,3,0,507,1,0,0
29,2,2,2,0,912,1,0,0
50,5,2,3,0,0,0,0,0
37,2,2,1,0,37,1,0,0
44,1,1,2,0,2524,0,0,0
36,11,1,3,0,9019,1,0,0
49,2,3,0,0,39,1,0,0
31,2,2,2,0,0,1,0,0
49,10,3,2,0,265,1,0,0
35,2,1,2,0,0,1,0,1
57,1,3,0,0,4012,0,0,0
42,2,2,1,0,1520,1,0,0
36,2,3,2,0,-140,1,0,0
75,6,3,1,0,852,0,0,0
38,2,1,2,0,578,1,0,0
40,2,2,1,1,0,1,0,0
38,8,1,2,0,2253,1,0,1
34,5,1,3,0,1171,1,0,0
29,10,1,3,0,452,1,0,0
28,1,2,2,0,-97,1,0,0
79,6,2,2,0,4738,0,0,0
51,1,3,2,0,467,1,0,0
32,9,1,3,0,0,0,0,0
36,5,2,3,0,495,0,0,1
38,3,2,2,0,157,0,1,0
49,7,2,2,0,358,1,1,0
42,8,2,2,0,292,1,0,0
43,2,2,1,0,7343,1,0,0
34,2,2,2,0,-563,1,0,0
59,6,1,2,0,351,1,0,1
35,0,2,1,0,365,0,0,0
33,2,1,2,0,13494,1,0,0
34,1,1,2,0,846,1,0,0
64,6,2,2,0,1574,0,0,1
34,3,2,3,0,-28,1,0,0
77,6,2,3,0,0,0,0,1
57,6,2,1,0,2927,0,1,0
30,2,2,2,0,501,1,1,0
56,4,3,1,1,1238,0,0,1
49,0,2,0,0,301,0,0,0
73,6,2,1,0,1388,0,0,0
39,10,1,2,0,102,1,0,0
57,10,3,1,0,13,1,0,0
32,7,2,2,0,413,1,0,0
32,10,1,3,0,4665,1,0,1
45,1,2,2,0,638,1,0,0
32,2,2,2,0,101,1,0,0
31,5,2,3,0,1224,1,1,1
49,7,2,2,0,1103,0,0,0
29,8,2,2,0,3748,0,0,0
55,10,2,2,0,955,1,0,0
30,1,2,2,0,518,1,0,0
45,8,1,1,0,1893,1,0,1
39,10,2,3,0,14,0,0,0
36,1,2,2,0,-423,1,1,0
33,5,2,3,0,3696,0,0,0
36,5,2,3,0,2987,1,0,1
31,10,1,2,0,433,0,0,0
36,10,2,0,0,756,0,0,0
38,10,1,3,0,0,1,0,0
33,0,2,2,0,2727,0,0,0
40,10,2,2,0,93,1,0,0
31,2,2,2,0,1766,0,1,1
39,8,2,2,0,124,1,0,0
33,1,2,3,0,69,0,1,0
53,8,3,2,0,0,0,0,1
38,5,2,3,0,0,1,0,0
59,10,2,2,0,259,0,0,1
55,2,2,1,0,4103,0,0,0
38,10,1,3,0,744,1,0,0
48,8,2,2,0,116,1,0,0
53,2,2,2,0,70,1,0,0
44,1,3,2,0,432,0,0,0
57,5,2,3,0,1172,0,0,0
29,2,1,2,0,9,1,0,0
31,8,2,2,0,428,1,0,0
35,10,1,3,0,7546,1,0,0
31,2,2,1,0,620,0,0,0
35,7,2,3,0,8647,0,0,0
40,5,1,2,0,192,1,0,0
39,2,2,2,0,0,1,0,0
43,10,1,3,0,27733,1,0,0
44,3,2,1,0,276,1,1,0
29,10,1,2,0,113,0,0,1
40,10,2,2,0,782,1,0,0
33,3,2,1,0,82,1,0,0
46,5,2,3,0,1008,0,0,0
27,0,1,3,0,6421,0,0,0
26,1,1,2,0,443,0,0,0
41,10,2,2,0,351,1,0,0
34,10,2,3,0,5060,1,0,0
39,10,1,3,0,-41,0,1,0
27,8,1,2,0,-124,0,0,0
31,2,2,2,0,79,1,1,0
44,11,1,2,0,3945,0,0,0
55,6,2,3,0,197,0,1,0
51,2,3,1,0,837,0,0,0
50,5,2,3,0,-94,0,1,0
30,8,2,2,0,1743,1,0,0
46,10,2,2,0,57,0,0,1
49,1,2,2,0,635,0,0,0
56,6,2,2,0,-113,1,1,0
47,1,3,2,0,225,0,0,1
30,1,2,2,0,124,0,0,0
36,3,1,2,0,475,0,0,0
40,5,2,3,0,-7,0,1,0
37,10,1,2,1,375,0,0,0
42,1,3,2,0,936,0,0,1
45,10,2,2,0,1415,1,0,0
34,11,1,2,0,0,0,0,0
27,1,1,2,0,3638,0,0,0
30,2,2,2,0,-99,1,0,0
32,10,2,2,0,167,1,1,0
